year,team,ORtg,DRtg,Pace,netRtg
2023,Jackson St.,97.2,109.1,68.9,-11.9
2023,Morgan St.,93.0,104.7,71.2,-11.7
2023,Alabama A&M,94.7,107.0,69.1,-12.3
2023,Manhattan,95.7,108.2,67.7,-12.5
2023,East Texas A&M,98.6,111.5,66.3,-12.9
2023,Eastern Michigan,99.9,113.0,70.0,-13.1
2023,Nebraska Omaha,98.5,111.5,68.6,-13.0
2023,Arkansas Pine Bluff,93.2,105.5,70.4,-12.3
2023,UMKC,94.1,106.5,64.6,-12.4
2023,North Carolina A&T,97.1,109.9,70.7,-12.8
2023,Elon,96.7,109.6,66.9,-12.9
2023,Stonehill,94.1,107.1,67.4,-13.0
2023,NJIT,96.4,109.8,67.0,-13.4
2023,Saint Francis,100.2,114.2,69.1,-14.0
2023,Austin Peay,95.6,109.2,65.6,-13.6
2023,Loyola MD,96.9,110.8,66.6,-13.9
2023,Central Arkansas,97.2,111.3,73.0,-14.1
2023,Cal St. Northridge,93.9,107.7,65.9,-13.8
2023,McNeese St.,97.8,112.4,66.9,-14.6
2023,New Orleans,96.6,111.2,71.8,-14.6
2023,Little Rock,99.6,114.7,71.6,-15.1
2023,Western Michigan,100.1,115.4,66.3,-15.3
2023,The Citadel,96.0,110.7,67.9,-14.7
2023,Sacred Heart,94.8,109.7,70.6,-14.9
2023,Incarnate Word,94.9,110.1,67.6,-15.2
2023,Stony Brook,94.2,109.5,64.6,-15.3
2023,Central Michigan,91.7,106.7,68.1,-15.0
2023,Presbyterian,93.1,108.4,65.3,-15.3
2023,South Carolina St.,97.7,114.2,72.5,-16.5
2023,Columbia,92.9,108.7,70.5,-15.8
2023,Coppin St.,97.4,114.1,72.7,-16.7
2023,Central Connecticut,95.7,112.3,65.1,-16.6
2023,Holy Cross,92.6,108.9,69.7,-16.3
2023,Lindenwood,93.8,110.7,67.8,-16.9
2023,Albany,96.8,115.1,68.1,-18.3
2023,Hampton,96.1,114.7,69.6,-18.6
2023,Houston Christian,99.9,119.4,71.4,-19.5
2023,Evansville,90.1,107.8,70.3,-17.7
2023,Bethune Cookman,95.2,113.9,69.5,-18.7
2023,Eastern Illinois,92.0,110.2,68.7,-18.2
2023,Alabama St.,91.4,109.7,67.1,-18.3
2023,VMI,96.8,116.3,67.5,-19.5
2023,Monmouth,90.5,109.0,69.1,-18.5
2023,St. Francis NY,90.3,108.9,66.6,-18.6
2023,Lamar,93.4,114.0,66.5,-20.6
2023,Delaware St.,90.8,110.8,68.4,-20.0
2023,Mississippi Valley St.,90.6,110.8,67.9,-20.2
2023,Florida A&M,88.2,108.1,65.8,-19.9
2023,IU Indy,94.0,117.2,67.8,-23.2
2023,Green Bay,90.5,114.1,65.9,-23.6
2023,Hartford,88.7,116.7,66.2,-28.0
2023,LIU,86.4,115.6,73.3,-29.2
